ImageFileName    Left_Edge_Longitude    Right_Edge_Longitude   Top_Edge_Latitude      Bottom_Edge_Latitude
gs_1222_828_11.jpg:    34.80468750000000    34.98046875000000    32.54681317056391    32.39851579953300
gs_1222_829_11.jpg:    34.80468750000000    34.98046875000000    32.39851579953300    32.24997445293256
gs_1222_830_11.jpg:    34.80468750000000    34.98046875000000    32.24997445293256    32.10118972940055
gs_1222_831_11.jpg:    34.80468750000000    34.98046875000000    32.10118972940055    31.95216223511497
gs_1223_824_11.jpg:    34.98046875000000    35.15625000000000    33.13755118935467    32.99023555666955
gs_1223_825_11.jpg:    34.98046875000000    35.15625000000000    32.99023555666955    32.84267362898282
gs_1223_826_11.jpg:    34.98046875000000    35.15625000000000    32.84267362898282    32.69486597491367
gs_1223_827_11.jpg:    34.98046875000000    35.15625000000000    32.69486597491367    32.54681317056391
gs_1223_828_11.jpg:    34.98046875000000    35.15625000000000    32.54681317056391    32.39851579953300
gs_1223_829_11.jpg:    34.98046875000000    35.15625000000000    32.39851579953300    32.24997445293256
gs_1223_830_11.jpg:    34.98046875000000    35.15625000000000    32.24997445293256    32.10118972940055
gs_1223_831_11.jpg:    34.98046875000000    35.15625000000000    32.10118972940055    31.95216223511497
gs_1224_824_11.jpg:    35.15625000000000    35.33203125000000    33.13755118935467    32.99023555666955
gs_1224_825_11.jpg:    35.15625000000000    35.33203125000000    32.99023555666955    32.84267362898282
gs_1224_826_11.jpg:    35.15625000000000    35.33203125000000    32.84267362898282    32.69486597491367
gs_1224_827_11.jpg:    35.15625000000000    35.33203125000000    32.69486597491367    32.54681317056391
gs_1224_828_11.jpg:    35.15625000000000    35.33203125000000    32.54681317056391    32.39851579953300
gs_1224_829_11.jpg:    35.15625000000000    35.33203125000000    32.39851579953300    32.24997445293256
gs_1224_830_11.jpg:    35.15625000000000    35.33203125000000    32.24997445293256    32.10118972940055
gs_1224_831_11.jpg:    35.15625000000000    35.33203125000000    32.10118972940055    31.95216223511497
gs_1225_824_11.jpg:    35.33203125000000    35.50781250000000    33.13755118935467    32.99023555666955
gs_1225_825_11.jpg:    35.33203125000000    35.50781250000000    32.99023555666955    32.84267362898282
gs_1225_826_11.jpg:    35.33203125000000    35.50781250000000    32.84267362898282    32.69486597491367
gs_1225_827_11.jpg:    35.33203125000000    35.50781250000000    32.69486597491367    32.54681317056391
gs_1225_828_11.jpg:    35.33203125000000    35.50781250000000    32.54681317056391    32.39851579953300
gs_1225_829_11.jpg:    35.33203125000000    35.50781250000000    32.39851579953300    32.24997445293256
gs_1225_830_11.jpg:    35.33203125000000    35.50781250000000    32.24997445293256    32.10118972940055
gs_1225_831_11.jpg:    35.33203125000000    35.50781250000000    32.10118972940055    31.95216223511497
gs_1226_824_11.jpg:    35.50781250000000    35.68359375000000    33.13755118935467    32.99023555666955
gs_1226_825_11.jpg:    35.50781250000000    35.68359375000000    32.99023555666955    32.84267362898282
gs_1226_826_11.jpg:    35.50781250000000    35.68359375000000    32.84267362898282    32.69486597491367
gs_1226_827_11.jpg:    35.50781250000000    35.68359375000000    32.69486597491367    32.54681317056391
gs_1226_828_11.jpg:    35.50781250000000    35.68359375000000    32.54681317056391    32.39851579953300
gs_1226_829_11.jpg:    35.50781250000000    35.68359375000000    32.39851579953300    32.24997445293256
gs_1226_830_11.jpg:    35.50781250000000    35.68359375000000    32.24997445293256    32.10118972940055
gs_1226_831_11.jpg:    35.50781250000000    35.68359375000000    32.10118972940055    31.95216223511497
gs_1227_824_11.jpg:    35.68359375000000    35.85937500000000    33.13755118935467    32.99023555666955
gs_1227_825_11.jpg:    35.68359375000000    35.85937500000000    32.99023555666955    32.84267362898282
gs_1227_826_11.jpg:    35.68359375000000    35.85937500000000    32.84267362898282    32.69486597491367
gs_1227_827_11.jpg:    35.68359375000000    35.85937500000000    32.69486597491367    32.54681317056391
gs_1227_828_11.jpg:    35.68359375000000    35.85937500000000    32.54681317056391    32.39851579953300
gs_1227_829_11.jpg:    35.68359375000000    35.85937500000000    32.39851579953300    32.24997445293256
gs_1227_830_11.jpg:    35.68359375000000    35.85937500000000    32.24997445293256    32.10118972940055
gs_1227_831_11.jpg:    35.68359375000000    35.85937500000000    32.10118972940055    31.95216223511497
gs_1228_824_11.jpg:    35.85937500000000    36.03515625000000    33.13755118935467    32.99023555666955
gs_1228_825_11.jpg:    35.85937500000000    36.03515625000000    32.99023555666955    32.84267362898282
gs_1228_826_11.jpg:    35.85937500000000    36.03515625000000    32.84267362898282    32.69486597491367
gs_1228_827_11.jpg:    35.85937500000000    36.03515625000000    32.69486597491367    32.54681317056391
gs_1228_828_11.jpg:    35.85937500000000    36.03515625000000    32.54681317056391    32.39851579953300
gs_1228_829_11.jpg:    35.85937500000000    36.03515625000000    32.39851579953300    32.24997445293256
gs_1228_830_11.jpg:    35.85937500000000    36.03515625000000    32.24997445293256    32.10118972940055
gs_1228_831_11.jpg:    35.85937500000000    36.03515625000000    32.10118972940055    31.95216223511497
